,Name,Place_name,Description,Link
80,"Ooty, Tamil Nadu - Queen of the Nilgiris", 39. Tea Factory,"Ooty Tea Factory or Tea Museum is situated on the Doddabetta Road in Ooty. Surrounded by emerald green tea plantations, the museum takes you on a tour of tea evolution from the origin to the present. It has a variety of preserved tea leaves on display. It also has an adjacent souvenir shop where you...",https://www.holidify.com/places/ooty/tea-factory-sightseeing-1253738.html
81,"Ooty, Tamil Nadu - Queen of the Nilgiris", 40. Shopping in Ooty,"When in the hill town, market browsing for traditional homemade chocolates is one of the top things to do in Ooty. You can try and buy these at the Main Bazaar. Besides that, you can shop for apparels and woollen clothes at the Tibetan Market and spices at the Upper Bazaar Road.",https://www.holidify.com/places/ooty/city-shopping-sightseeing-1253739.html
82,"Ooty, Tamil Nadu - Queen of the Nilgiris", 41. Honey & Bee Museum,"Honey & Bee Museum is situated on the Sargan Villa Club Road in Ooty and aims to provide in depth knowledge about the anatomy of a bee and the manufacture of honey from its nascent stage. The tour is a very informative one. And while the other things are common to most hill stations, a tour in t...",https://www.holidify.com/places/ooty/honey--bee-museum-sightseeing-1253740.html
83,"Ooty, Tamil Nadu - Queen of the Nilgiris", 42. Ooty Flower Show,"The Ooty Flower Show is an annual event which is held in the Ooty Botanical Gardens. Often referred to as ‘The Showstopper of the South’, the Ooty Flower Show has been successfully setting the bar to grasp the global trends in floriculture for the past 123 years. Their main aim remains to exhibit a ...",https://www.holidify.com/places/ooty/ooty-flower-show-sightseeing-1254124.html
84,"Darjeeling, West Bengal - Queen of The Himalayas", 1. Darjeeling Himalayan Railway,"A visit to the city of Darjeeling is incomplete without a joyride at the Darjeeling Himalayan Railway toy train. Moving at a snail pace over the hilly terrain, it is an experience no one wants to miss.",https://www.holidify.com/places/darjeeling/darjeeling-himalayan-railway-sightseeing-1682.html
85,"Darjeeling, West Bengal - Queen of The Himalayas", 2. Tiger Hill,"If you want to witness the first rays of sun hitting the twin peaks of Kangchenjunga, along with a panoramic view of Everest peeping through the peaks standing by its side, then Tiger Hills make for a perfect sunrise for you. You can see Kurseong to the south along with multiple rivers flowing down....",https://www.holidify.com/places/darjeeling/tiger-hill-sightseeing-1692.html
86,"Darjeeling, West Bengal - Queen of The Himalayas", 3. Batasia Loop,"Located around 5 km from Darjeeling, Batasia loop is a spiral railway track where the toy train takes a complete 360 degree turn. The toy train descends by 1,000 ft. as it completes the loop through a large circular area.",https://www.holidify.com/places/darjeeling/batasia-loop-sightseeing-1680.html
87,"Darjeeling, West Bengal - Queen of The Himalayas", 4. Darjeeling Ropeway,"Darjeeling Ropeway is a cable car circuit where one can witness a myriad of exquisite landscapes, from the glorious snow-capped mountains to the charming valley replete with verdant tea estates.",https://www.holidify.com/places/darjeeling/darjeeling-ropeway-sightseeing-120789.html
88,"Darjeeling, West Bengal - Queen of The Himalayas", 5. Himalayan Mountaineering Institute,"The Himalayan Mountaineering Institute, commonly known as HMI Darjelling, was established on November 4, 1954 primarily to encourage mountaineering as an organized sport in India. HMI regularly conducts Adventure, Basic and Advanced levels of mountaineering courses which are very comprehensive cours...",https://www.holidify.com/places/darjeeling/himalayan-mountaineering-institute-sightseeing-1683.html
89,"Darjeeling, West Bengal - Queen of The Himalayas", 6. Nightingale Park,"This park was earlier called 'The Shrubbery' when it was a private courtyard. The park was closed for renovation for about four years and has reopened for public since 2011. There is a giant statue of Lord Shiva, a musical fountain along with the great scenery.",https://www.holidify.com/places/darjeeling/nightingale-park-sightseeing-1686.html
90,"Darjeeling, West Bengal - Queen of The Himalayas", 7. Darjeeling Rock Garden,"The Rock Garden or the Barbotey Garden as its commonly known, is located a little far from the city around ~10 km away. The benches in the garden are made by cutting rocks at different levels.",https://www.holidify.com/places/darjeeling/rock-garden-sightseeing-1689.html
91,"Darjeeling, West Bengal - Queen of The Himalayas", 8. Singalila National Park,"Singalila National Park , located on the Singalila Ridge at a height of 7000 feet above sea level, is a national park of India in Darjeeling . The park is well known for the trekking and other adventure sports. The national park is similar to a paradise for the trekkers and adventure lovers.",https://www.holidify.com/places/darjeeling/singalila-national-park-sightseeing-1691.html
92,"Darjeeling, West Bengal - Queen of The Himalayas", 9. Darjeeling Peace Pagoda,"As you climb up from Clubside along Gandhi and AJC Bose roads, you see this glistening white structure standing out - that's the Peace Pagoda. The Peace Pagoda, one of the 70 odd such structures built under the guidance of Japanese monk Nichidatsu Fujii, is worth a visit during the daily pujas.",https://www.holidify.com/places/darjeeling/japanese-peace-pagoda-sightseeing-1684.html
93,"Darjeeling, West Bengal - Queen of The Himalayas", 10. Sandakphu Trek,"Sandakphu Peak (11,941 Feet) is the highest peak in West Bengal. The highest peak of Singalila Ridge in Darjeeling district, almost near the border of Nepal, it is located very close to Singalila National Park.",https://www.holidify.com/places/darjeeling/sandakphu-sightseeing-1690.html
94,"Darjeeling, West Bengal - Queen of The Himalayas", 11. River Rafting in Teesta,"White Water Rafting in the River Teesta is one of the most exciting things to do in Darjeeling. A favourite among the adventure junkees, the rafting has a series of rapids ranging from Grade 1 to 4. However, the difficult rapids are only allowed to the professionals or the seasonal trainers as it is...",https://www.holidify.com/places/darjeeling/river-rafting-in-teesta-sightseeing-1253786.html
95,"Darjeeling, West Bengal - Queen of The Himalayas", 12. Tea Plantations Darjeeling,"With over 80 tea estates covering over 17,500 hectares of land, the tea plantations of Darjeeling are a unique aromatic experience to visitors of this hilly tourist trap.",https://www.holidify.com/places/darjeeling/tea-plantations-sightseeing-120833.html
96,"Darjeeling, West Bengal - Queen of The Himalayas", 13. Shopping in Darjeeling,"Shop for traditional arts and crafts of Tibet and Sikkim. Also, make sure you buy Darjeeling tea from the locals - Nathmull's Tea Room is popular among most tourists. There is an Oxford bookstore as well which provide good collection of books.",https://www.holidify.com/pages/shopping-in-darjeeling-359.html
97,"Darjeeling, West Bengal - Queen of The Himalayas", 14. Padmaja Naidu Himalayan Zoological Park,"Padmaja Naidu Zoo plays host to the only collection of Siberian Tigers in India and few other exotic animal species, such as Red pandas, Snow leopards, Himalayan black bears etc.",https://www.holidify.com/places/darjeeling/padmaja-naidu-himalayan-zoological-park-sightseeing-1688.html
98,"Darjeeling, West Bengal - Queen of The Himalayas", 15. Tinchuley,"At a distance of about 32 km from Darjeeling, Tinchuley is an offbeat hamlet situated close to the West Bengal-Sikkim border. With an altitude of 5550 ft, the name of the place derives from the words ‘tin’ and ‘chula’, which translates as ‘three ovens’ because the trio of hills constituting the hill...",https://www.holidify.com/places/darjeeling/tinchuley-sightseeing-124104.html
99,"Darjeeling, West Bengal - Queen of The Himalayas", 16. Happy Valley Tea Estate,"At a magical altitude of 6,800 feet, the Happy Valley Tea Estate is the second oldest tea estate in the tea-rich town of Darjeeling. One can take a guided tour through the fragrant factory, learning and observing the procedure to produce the different varieties of tea.",https://www.holidify.com/places/darjeeling/happy-valley-tea-estate-sightseeing-120786.html
100,"Darjeeling, West Bengal - Queen of The Himalayas", 17. Darjeeling Observatory Hill,"Like most other hill stations in India, Darjeeling also has a Mall Road and atop the Mall is the Observatory hill. The hill hosts the famous Mahakal temple and the original shrine of Bhutia Busty monastery, making the place of religious significance for Hindus and Buddhists alike.",https://www.holidify.com/places/darjeeling/observatory-hill-sightseeing-1687.html
101,"Darjeeling, West Bengal - Queen of The Himalayas", 18. Monastries in Darjeeling,"You must visit monasteries in Darjeeling to experience the essence of the place. There are lots of monasteries spread across the city, all having their own relevance.",https://www.holidify.com/places/darjeeling/monastries-sightseeing-1685.html
102,"Darjeeling, West Bengal - Queen of The Himalayas", 19. Trekking in Darjeeling,"Offering you a sweeping view of four out of the five highest peaks of the world Mt. Everest, Kanchenjunga, Makalu and Lhotse, all in a single stretch, Darjeeling offers some of the best trekking routes in the world.",https://www.holidify.com/places/darjeeling/trekking-sightseeing-1693.html
103,"Darjeeling, West Bengal - Queen of The Himalayas", 20. Ghoom Monastery,"At a grand elevation of 8,000 feet, the Yiga Choeling or old Ghoom Monastery is the oldest Tibetan Buddhist Monastery of Darjeeling. A 15-foot high statue of Maitreyi Buddha is seen in the central hall, made entirely of clay brought from Tibet. Rare Buddhist manuscripts like the Kangyur can be found...",https://www.holidify.com/places/darjeeling/ghoom-monastery-sightseeing-120788.html
104,"Darjeeling, West Bengal - Queen of The Himalayas", 21. Bengal Natural History Museum,"A testament to the indigenous flora and fauna of the region, the Bengal Natural History Museum is a fascinating plethora of more than 4000 specimens being exhibited located in the Padmaja Naidu Himalayan Zoological Park in Darjeeling.",https://www.holidify.com/places/darjeeling/bengal-natural-history-museum-sightseeing-120793.html
105,"Leh Ladakh, Jammu & Kashmir", 1. Pangong Lake,"At an altitude of 4350m and a five hour drive away from Leh, is a lake that leaves all its visitors enchanted, fascinated and in nothing but awe at it's sheer expanse, sparkling color and backdrop.",https://www.holidify.com/places/ladakh/pangong-lake-sightseeing-2583.html
106,"Leh Ladakh, Jammu & Kashmir", 2. Magnetic Hill,"With anti-gravitational effect, this is the only magnetic hill in India. Landmarked by a yellow notice board that spells out instructions and asks you place your car on neutral gear right on the spot marked by white paint, this one will leave you in awe as your car will begin to move uphill on its o...",https://www.holidify.com/places/ladakh/magnetic-hill-sightseeing-2579.html
